TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.joda.time.format.DateTimeFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,97,0.3,2,96,477,119399,1569114929315,0.4744186046511628,11111111111111111111111111111111111110000000000000000011100000000000000000011100000000000000111111100000000000000000110001100011000101010101100000000011001110010001000100010000000100011111111111101110111111111111111,0.5315315315315315,111111111111111111111111111110111111111011011011111111101000011010000000000000000000000000000000000000000110110,1.0,11111111111111111111111111111111,17,2,15,1,0.27705627705627706,111111111111111111111100001111111111111111111111011111110000000000000000000000000000000000011110000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111,0.6529411764705882,01010101111111101111101101101101101111111111011111110000000000000000000000000000000000000011011111101111111110111111111011101111101111111110111111111011111111101111111110,0.9777777777777777,111111111111111111111111111111111110111111111,0.5111111111111111,111111111111111000000000000000000000011111111,0.5315315315315315,111111111101111111111111111111111111110011111011111111110000011010000000000000000000000000000000000000000111010
